artwork_type_title,style_title,id,image_id,title,search_term,file_name
Painting,Impressionism,15705,f117b976-3897-fbbd-7a1f-ac8a5ccbfa51,Resting,Impressionism,f117b976-3897-fbbd-7a1f-ac8a5ccbfa51.jpg
Painting,Impressionism,14598,95be2572-b53d-8e7b-abc9-10eb48d4fa5d,The Beach at Sainte-Adresse,Impressionism,95be2572-b53d-8e7b-abc9-10eb48d4fa5d.jpg
Painting,19th century,44892,0cbe27e8-2fec-3445-bc48-ce40a8f2dc25,Fish (Still Life),Impressionism,0cbe27e8-2fec-3445-bc48-ce40a8f2dc25.jpg
Painting,Impressionism,20701,827d02ef-6765-9728-c07e-52ad22b73fd3,"Waterloo Bridge, Sunlight Effect",Impressionism,827d02ef-6765-9728-c07e-52ad22b73fd3.jpg
Painting,Impressionism,81533,e9ce5aca-4c34-c8dd-b8a1-91b3e3197211,The Races at Longchamp,Impressionism,e9ce5aca-4c34-c8dd-b8a1-91b3e3197211.jpg
Painting,Impressionism,81545,be0d3e50-a600-6f33-ea8f-16a34d892442,"Stacks of Wheat (Sunset, Snow Effect)",Impressionism,be0d3e50-a600-6f33-ea8f-16a34d892442.jpg
Painting,19th century,25801,e2913e3f-0feb-7481-4fed-683dcd3e1c7f,"By the Sea, Dieppe",Impressionism,e2913e3f-0feb-7481-4fed-683dcd3e1c7f.jpg
Painting,Impressionism,84076,a867af78-9a29-c75b-33ab-2f21a2d92b3f,Café Singer,Impressionism,a867af78-9a29-c75b-33ab-2f21a2d92b3f.jpg
Painting,Impressionism,86998,07d8dd31-d44b-85aa-ab09-ca51ee86f631,"Sandvika, Norway",Impressionism,07d8dd31-d44b-85aa-ab09-ca51ee86f631.jpg
Painting,Impressionism,14655,3a608f55-d76e-fa96-d0b1-0789fbc48f1e,Two Sisters (On the Terrace),Impressionism,3a608f55-d76e-fa96-d0b1-0789fbc48f1e.jpg
Painting,Impressionism,81558,321c45f5-22a3-84a2-44cc-cf66642d4cf2,Acrobats at the Cirque Fernando (Francisca and Angelina Wartenberg),Impressionism,321c45f5-22a3-84a2-44cc-cf66642d4cf2.jpg
Painting,Post-Impressionism,14586,9ea77636-76e9-9031-6b92-ff34512d7cbc,The Poet's Garden,Impressionism,9ea77636-76e9-9031-6b92-ff34512d7cbc.jpg
Painting,Impressionism,16549,c12058f4-188f-c6ed-f0fe-52b32acfb296,Apples and Grapes,Impressionism,c12058f4-188f-c6ed-f0fe-52b32acfb296.jpg
Painting,Post-Impressionism,14561,96f23681-9701-a668-5c3f-6ffa951f7ecc,The Vase of Tulips,Impressionism,96f23681-9701-a668-5c3f-6ffa951f7ecc.jpg
Painting,Impressionism,13487,ca2932b4-6c0c-5482-2ae5-8b74926d7b73,Young Spartan Girls Challenging Boys,Impressionism,ca2932b4-6c0c-5482-2ae5-8b74926d7b73.jpg
